r,a1,n_a1,x1,x2,p_c0,p_r_given_c0,p_c0_given_r,p_c1,p_r_given_c1,p_c1_given_r,p_r
823.818733139961,0.0,0,823.818733139961,0.0,0.5,9.16021519553882e-71,1.0,0.5,2.3838169960319938e-110,2.6023591642180558e-40,4.58010759776941e-71
835.3023195026778,0.0,0,835.3023195026778,0.0,0.5,9.342563588988402e-72,1.0,0.5,5.557937202562379e-112,5.949049369183029e-41,4.671281794494201e-72
846.9459808314585,0.0,0,846.9459808314585,0.0,0.5,9.228317196299298e-73,1.0,0.5,1.2285168975642397e-113,1.3312469342264205e-41,4.614158598149649e-73
858.751948484517,0.0,0,858.751948484517,0.0,0.5,8.824319349410898e-74,1.0,0.5,2.5724822459972763e-115,2.91521889013345e-42,4.412159674705449e-74
870.7224849239922,0.0,0,870.7224849239922,0.0,0.5,8.164801984231902e-75,1.0,0.5,5.099174402853299e-117,6.245313006611758e-43,4.082400992115951e-75
882.859884149515,0.0,0,882.859884149515,0.0,0.5,7.306620969307916e-76,1.0,0.5,9.560739462817011e-119,1.3085035480802566e-43,3.653310484653958e-76
895.1664721378302,0.0,0,895.1664721378302,0.0,0.5,6.3210896828850594e-77,1.0,0.5,1.6943008119179207e-120,2.680393566484903e-44,3.1605448414425297e-77
907.6446072885357,0.0,0,907.6446072885357,0.0,0.5,5.284050116965611e-78,1.0,0.5,2.835669154229816e-122,5.3664690747827566e-45,2.6420250584828054e-78
920.2966808760419,0.0,0,920.2966808760419,0.0,0.5,4.2661272296938834e-79,1.0,0.5,4.478580980425161e-124,1.0498001440867769e-45,2.1330636148469417e-79
933.1251175078249,0.0,0,933.1251175078249,0.0,0.5,3.3249259637324043e-80,1.0,0.5,6.66951322584803e-126,2.0059133041149437e-46,1.6624629818662021e-80
946.1323755890769,0.0,0,946.1323755890769,0.0,0.5,2.500333395065079e-81,1.0,0.5,9.357520528802669e-128,3.7425091178927e-47,1.2501666975325395e-81
959.3209477938241,0.0,0,959.3209477938241,0.0,0.5,1.8132810335748922e-82,1.0,0.5,1.2358891832679614e-129,6.815761927600378e-48,9.066405167874461e-83
972.6933615426169,0.0,0,972.6933615426169,0.0,0.5,1.2675469157449247e-83,1.0,0.5,1.5352690132498024e-131,1.2112127718345952e-48,6.337734578724624e-84
986.2521794868784,0.0,0,986.2521794868784,0.0,0.5,8.536347851484664e-85,1.0,0.5,1.792275081265682e-133,2.099580654921372e-49,4.268173925742332e-85
1000.0,0.0,0,1000.0,0.0,0.5,5.53558610694695e-86,1.0,0.5,1.964553790645021e-135,3.5489535393182317e-50,2.767793053473475e-86
0.1,1.2566370614359172,1,0.030901699437494747,0.09510565162951536,0.5,0.003920794693227021,0.9999999718005506,0.5,1.1056425474188457e-10,2.8199449416473587e-08,0.001960397401895638
1.013939457675292,1.2566370614359172,1,0.313324523688983,0.9643137283508605,0.5,0.033113291561540394,0.9997362140582827,0.5,8.737125528804398e-06,0.0002637859417172524,0.0165610143435346
1.0280732238308652,1.2566370614359172,1,0.31769209762557654,0.9777557387529102,0.5,0.033480099021606355,0.9997217244695581,0.5,9.31928564364146e-06,0.0002782755304419236,0.016744709153624998
1.0424040070215566,1.2566370614359172,1,0.322120553174203,0.9913851234900304,0.5,0.03384963591836309,0.9997064469201034,0.5,9.939582672320258e-06,0.0002935530798965956,0.016929787750517705
1.0569345535579884,1.2566370614359172,1,0.3266107389915165,1.0052044944588339,0.5,0.03422188429903689,0.999690339126165,0.5,1.0600461144377174e-05,0.00030966087383488673,0.017116242380090633
1.0716676480328635,1.2566370614359172,1,0.33116351556398455,1.0192164999643558,0.5,0.034596824806925074,0.9996733565756366,0.5,1.1304517873465801e-05,0.0003266434243634637,0.01730406466239927
1.0866061138545973,1.2566370614359172,1,0.3357797553727896,1.0334238252275683,0.5,0.03497443664481837,0.9996554524135829,0.5,1.2054511084972029e-05,0.00034454758641716624,0.01749324557795167
1.101752813788387,1.2566370614359172,1,0.3404603430610285,1.0478291928999663,0.5,0.03535469753796528,0.9996365773221045,0.5,1.2853370061596257e-05,0.0003634226778953786,0.01768377545401344
1.117110650504824,1.2566370614359172,1,0.3452061756032431,1.0624353635853307,0.5,0.035737583696589866,0.9996166793942772,0.5,1.3704205333935826e-05,0.0003833206057228052,0.0178756439509619
1.132682567136154,1.2566370614359172,1,0.35001816247731393,1.077245136368762,0.5,0.0361230697779752,0.9995957040018913,0.5,1.4610319444318949e-05,0.0004042959981086951,0.018068840048709758
1.1484715478402894,1.2566370614359172,1,0.3548972258387499,1.0922613493530884,0.5,0.03651112884812594,0.9995735936567102,0.5,1.557521831339806e-05,0.0004264063432897724,0.01826335203321967
1.1644806183726861,1.2566370614359172,1,0.3598443006974077,1.107486880202753,0.5,0.03690173234302473,0.9995502878649464,0.5,1.6602623240306034e-05,0.0004497121350536815,0.01845916748313252
1.18071284666619,1.2566370614359172,1,0.36486033509667426,1.1229246466952805,0.5,0.037294850029497895,0.9995257229746485,0.5,1.769648356851158e-05,0.00047427702535163296,0.018656273256533202
1.197171343418967,1.2566370614359172,1,0.3699462902951472,1.1385776072804317,0.5,0.03769044996570764,0.9994998320156788,0.5,1.8860990050881104e-05,0.0005001679843211474,0.018854655477879262
1.2138592626906282,1.2566370614359172,1,0.3751031409508477,1.1544487616471524,0.5,0.03808849846128885,0.9994725445319476,0.5,2.0100588948860947e-05,0.0005274554680523099,0.01905429952511886
1.2307798025066652,1.2566370614359172,1,0.3803318753080011,1.170541151298426,0.5,0.038488960037149994,0.9994437864055562,0.5,2.1419996902136564e-05,0.0005562135944437917,0.019255190017026066
1.2479362054713112,1.2566370614359172,1,0.38563349538642144,1.1868578601341382,0.5,0.03889179738495906,0.9994134796724921,0.5,2.282421660660129e-05,0.0005865203275080285,0.01945731080078283
1.265331759388943,1.2566370614359172,1,0.39100901717353537,1.2034020150420657,0.5,0.039296971326336756,0.9993815423295017,0.5,2.4318553339975744e-05,0.0006184576704983634,0.019660644939838365
1.282969797894148,1.2566370614359172,1,0.3964594708190834,1.2201767864971056,0.5,0.03970444077178069,0.9993478881317553,0.5,2.590863237595829e-05,0.0006521118682446748,0.019865174702078322
1.3008537010905712,1.2566370614359172,1,0.4019859008325346,1.2371853891688556,0.5,0.04011416267934582,0.999312426380902,0.5,2.7600417329352625e-05,0.0006875736190979287,0.020070881548337586
1.3189868961986702,1.2566370614359172,1,0.4075893662832539,1.2544310825376646,0.5,0.04052609201310784,0.9992750617031018,0.5,2.94002294762112e-05,0.0007249382968983026,0.020277746121292024
1.3373728582124962,1.2566370614359172,1,0.41327094100345835,1.271917171519269,0.5,0.04094018170143796,0.999235693816604,0.5,3.131476809464614e-05,0.0007643061833958776,0.020485748234766305
1.3560151105656337,1.2566370614359172,1,0.41903171379400417,1.289647007098139,0.5,0.04135638259511897,0.9991942172884326,0.5,3.335113187359164e-05,0.0008057827115674703,0.02069486686349628
1.3749172258064197,1.2566370614359172,1,0.4248727886330408,1.3076239869696504,0.5,0.04177464342533455,0.9991505212797122,0.5,3.551684143844771e-05,0.0008494787202878374,0.0209050801333865
1.3940828262825782,1.2566370614359172,1,0.4307952848875743,1.3258515561912105,0.5,0.04219491076156494,0.9991044892791716,0.5,3.7819863044190765e-05,0.000895510720828291,0.021116365312304566
1.4135155848353955,1.2566370614359172,1,0.43680033752798,1.344333207842458,0.5,0.04261712896942456,0.9990559988243295,0.5,4.026863348819646e-05,0.0009440011756705668,0.021328698801456377
1.433219225503574,1.2566370614359172,1,0.44288909734550447,1.3630724836946673,0.5,0.04304124016847851,0.9990049212098614,0.5,4.287208629667852e-05,0.0009950787901386279,0.021542056127387594
1.453197524236896,1.2566370614359172,1,0.44906273117280043,1.3820729748894842,0.5,0.04346718419007704,0.9989511211826342,0.5,4.563967924029736e-05,0.0010488788173658328,0.02175641193465867
1.4734543096198354,1.2566370614359172,1,0.45532242210753476,1.4013383226271212,0.5,0.043894898535249006,0.9988944566228705,0.5,4.8581423236127705e-05,0.0011055433771295353,0.021971739979242566
1.4939934636052576,1.2566370614359172,1,0.46166936973911415,1.4208722188641465,0.5,0.044324318332697205,0.9988347782109004,0.5,5.1707912694785835e-05,0.001165221789099586,0.022188013122695995
1.514818922258346,1.2566370614359172,1,0.4681047903785712,1.4406784070210015,0.5,0.04475537629694079,0.9987719290789387,0.5,5.5030357373097e-05,0.0012280709210613523,0.022405203327156942
1.5359346765108974,1.2566370614359172,1,0.4746299172916547,1.4607606826993778,0.5,0.04518800268665184,0.9987057444473124,0.5,5.85606157942218e-05,0.0012942555526876,0.02262328165122303
1.5573447729261345,1.2566370614359172,1,0.4812460009351691,1.4811228944095964,0.5,0.04562212526323541,0.9986360512445532,0.5,6.2311230298646e-05,0.0013639487554468407,0.022842218246767028
1.5790533144741756,1.2566370614359172,1,0.4879543091966085,1.501768944308125,0.5,0.04605766924970465,0.9985626677107516,0.5,6.629546379086059e-05,0.0014373322892483927,0.023061982356747755
1.6010644613183178,1.2566370614359172,1,0.4947561276371309,1.522702788945376,0.5,0.0464945572899048,0.9984854029835637,0.5,7.052733824790565e-05,0.0015145970164363374,0.02328254231407635
1.6233824316122787,1.2566370614359172,1,0.50165275973792,1.543928440023929,0.5,0.04693270940814217,0.9984040566662444,0.5,7.502167505720587e-05,0.0015959433337555556,0.023503865541599687
1.6460115023085506,1.2566370614359172,1,0.5086455271499802,1.5654499651673222,0.5,0.047372042969276516,0.9983184183770769,0.5,7.979413725227843e-05,0.0016815816229230824,0.023725918553264398
1.6689560099780245,1.2566370614359172,1,0.515735769947414,1.5872714886995596,0.5,0.04781247263933785,0.9982282672795532,0.5,8.486127371592395e-05,0.0017717327204468088,0.023948666956526886
1.6922203516410372,1.2566370614359172,1,0.52292484688423,1.6093971924354846,0.5,0.048253910346730856,0.998133371592659,0.5,9.024056542140276e-05,0.0018666284073409801,0.02417207545607613
1.7158089856100052,1.2566370614359172,1,0.5302141356547313,1.6318313164821727,0.5,0.04869626524409279,0.9980334880806062,0.5,9.595047378283547e-05,0.0019665119193937905,0.024396107858937813
1.7397264323438015,1.2566370614359172,1,0.5376050331575319,1.654578160051492,0.5,0.04913944367087328,0.9979283615213536,0.5,0.00010201049118662392,0.0020716384786463532,0.024620727081029952
1.7639772753140446,1.2566370614359172,1,0.5450989557632553,1.6776420822839921,0.5,0.04958334911670679,0.9978177241532556,0.5,0.00010844119377604975,0.0021822758467443123,0.02484589515524142
1.7885661618834616,1.2566370614359172,1,0.552697339585963,1.7010275030842785,0.5,0.05002788218565155,0.9977012950991772,0.5,0.00011526429656134517,0.0022987049008229366,0.025071573241106447
1.8134978041964955,1.2566370614359172,1,0.5604016407583681,1.7247389039680294,0.5,0.05047294056137078,0.9975787797674164,0.5,0.0001225027109274227,0.0024212202325835704,0.0252977216361491
1.8387769800823275,1.2566370614359172,1,0.5682133357108835,1.7487808289208213,0.5,0.05091841897333542,0.9974498692287866,0.5,0.00013018060461106857,0.0025501307712133187,0.025524299788973245
1.8644085339704863,1.2566370614359172,1,0.5761339214545618,1.7731578852689251,0.5,0.051364209164129634,0.9973142395692094,0.5,0.0001383234642187235,0.0026857604307906715,0.025751266314174178
1.8903973778192211,1.2566370614359172,1,0.5841649158679777,1.7978747445622416,0.5,0.05181019985794353,0.9971715512171931,0.5,0.00014695816035495792,0.002828448782806819,0.025978579009149246
1.9167484920568152,1.2566370614359172,1,0.5923078579881099,1.8229361434695435,0.5,0.05225627673034012,0.9970214482455846,0.5,0.000156113015430375,0.002978551754415526,0.026206194872885245
1.943466926536021,1.2566370614359172,1,0.600564308305278,1.8483468846861972,0.5,0.05270232237938623,0.996863557646997,0.5,0.00016581787421589788,0.003136442353002951,0.026434070126801063
1.9705578015017997,1.2566370614359172,1,0.6089358490621904,1.8741118378545383,0.5,0.0531482162982401,0.9966974885823576,0.5,0.00017610417720819127,0.003302511417642417,0.026662160237724143
1.9980263085725505,1.2566370614359172,1,0.6174240845571608,1.9002359404970752,0.5,0.05359383484929091,0.9965228316020327,0.5,0.0001870050368682902,0.0034771683979672656,0.0268904199430796
2.025877711735017,1.2566370614359172,1,0.6260306414515512,1.9267241989627026,0.5,0.05403905123994839,0.9963391578390429,0.5,0.00019855531679231875,0.0036608421609570837,0.027118803278370355
2.054117348353065,1.2566370614359172,1,0.634757169081501,1.9535816893861042,0.5,0.05448373550018371,0.9961460181739118,0.5,0.0002107917138694411,0.0038539818260880858,0.02734726360702658
2.082750630190515,1.2566370614359172,1,0.6436053397740007,1.980813558660527,0.5,0.0549277544619251,0.9959429423707532,0.5,0.00022375284347784505,0.004057057629246789,0.02757575365270147
2.1117830444482437,1.2566370614359172,1,0.6525768491673724,2.00842502542412,0.5,0.055370971740414936,0.9957294381842533,0.5,0.0002374793277645842,0.004270561815746663,0.02780422553408976
2.1412201548157292,1.2566370614359172,1,0.6616734165362164,2.0364213810600167,0.5,0.05581324771763753,0.9955049904372809,0.5,0.00025201388704941785,0.004495009562719136,0.028032630802343472
2.1710676025372653,1.2566370614359172,1,0.6708967851208888,2.0648079907103627,0.5,0.056254439527929655,0.9952690600689268,0.5,0.00026740143438638527,0.00473093993107312,0.02826092048115802
2.201331107493031,1.2566370614359172,1,0.6802487224615709,2.0935902943044744,0.5,0.056694401045888396,0.9950210831528705,0.5,0.00028368917330962755,0.004978916847129464,0.02848904510959901
2.232016469295234,1.2566370614359172,1,0.6897310207369954,2.122773807601334,0.5,0.057132982876694084,0.9947604698860617,0.5,0.0003009266987819155,0.0052395301139382955,0.028716954787738
2.26312956839953,1.2566370614359172,1,0.6993454971078947,2.152364123246611,0.5,0.05757003234896772,0.9944866035478231,0.5,0.0003191661013553689,0.00551339645217678,0.028944599225161547
2.2946763672319364,1.2566370614359172,1,0.7090939940652361,2.182366911844424,0.5,0.0580053935102861,0.9941988394295984,0.5,0.0003384620745439207,0.005801160570401594,0.02917192779241501
2.326662911331459,1.2566370614359172,1,0.7189783797833124,2.2127879230440373,0.5,0.05843890712547922,0.9938965037357066,0.5,0.00035887202539611906,0.006103496264293452,0.02939888957543767
2.3590953305086355,1.2566370614359172,1,0.7290005484777519,2.243632986641707,0.5,0.05887041067783752,0.9935788924556209,0.5,0.0003804561882448035,0.006421107544379112,0.02962543343304116
2.3919798400202392,1.2566370614359172,1,0.739162420768522,2.274908013697887,0.5,0.05929973837335901,0.9932452702084514,0.5,0.0004032777415970025,0.0067547297915486505,0.029851508057478004
2.425322741760353,1.2566370614359172,1,0.7494659440479912,2.3066189976700118,0.5,0.05972672114816802,0.992894869060499,0.5,0.0004274029281129704,0.007105130939501072,0.030077062038140496
2.459130425468045,1.2566370614359172,1,0.7599130928541209,2.3387720155610574,0.5,0.06015118667923991,0.9925268873169518,0.5,0.00045290117760757434,0.0074731126830482,0.03030204392842374
2.4934093699518796,1.2566370614359172,1,0.7705058692488612,2.3713732290841283,0.5,0.06057295939856786,0.9921404882890151,0.5,0.0004798452329902026,0.007859511710984882,0.030526402315779032
2.5281661443315,1.2566370614359172,1,0.7812463032018198,2.404428885843267,0.5,0.06099186051091,0.9917347990380097,0.5,0.0005083112790408696,0.008265200961990285,0.030750085894975434
2.563407409296515,1.2566370614359172,1,0.7921364529792798,2.437945320530728,0.5,0.06140770801525645,0.9913089090982393,0.5,0.0005383790739002482,0.008691090901760741,0.030973043544578346
2.599139918382934,1.2566370614359172,1,0.8031784055386404,2.4719289561409425,0.5,0.061820316730158024,0.9908618691807135,0.5,0.000570132083129826,0.009138130819286557,0.031195224406643924
2.6353705192673944,1.2566370614359172,1,0.8143742769283547,2.506386305201398,0.5,0.062229498323059185,0.9903926898601267,0.5,0.0006036576161752479,0.009607310139873312,0.031416577969617214
2.6721061550794345,1.2566370614359172,1,0.825726212693444,2.541323971020684,0.5,0.06263506134377962,0.9899003402478294,0.5,0.0006390469650410725,0.010099659752170486,0.03163705415441035
2.7093538657320515,1.2566370614359172,1,0.8372363882866635,2.576748648953932,0.5,0.06303681126228954,0.9893837466538945,0.5,0.0006763955449585674,0.010616253346105628,0.03185660340362405
2.7471207892708125,1.2566370614359172,1,0.8489070094853999,2.6126671276858917,0.5,0.06343455051092466,0.98884179124177,0.5,0.0007158030367997748,0.01115820875823008,0.032075176773862214
2.7854141632417675,1.2566370614359172,1,0.8607403128143802,2.6490862905318955,0.5,0.06382807853118776,0.9882733106794396,0.5,0.0007573735309607667,0.01172668932056046,0.03229272603107426
2.824241326078435,1.2566370614359172,1,0.8727385659742739,2.6860131167569614,0.5,0.0642171918252837,0.9876770947914515,0.5,0.0008012156724047968,0.012322905208548538,0.032509203748844244
2.863609718508116,1.2566370614359172,1,0.8849040682762673,2.723454682913274,0.5,0.06460168401253519,0.987051885216671,0.5,0.0008474428065218084,0.01294811478332903,0.0327245634095285
2.9035268849778144,1.2566370614359172,1,0.897239151082698,2.761418164196319,0.5,0.06498134589082633,0.9863963740771196,0.5,0.0008961731254245182,0.013603625922880426,0.03293875950812542
2.944000475100035,1.2566370614359172,1,0.9097461782538301,2.799910835819916,0.5,0.0653559655032207,0.9857092026638139,0.5,0.0009475298142629232,0.01429079733618611,0.03315174765874181
2.9850382451187314,1.2566370614359172,1,0.922427546600858,2.838940074410419,0.5,0.06572532820989972,0.984988960146097,0.5,0.001001641197098619,0.015011039853903013,0.03336348470349917
3.0266480593956917,1.2566370614359172,1,0.9352856863452241,2.8785133594203534,0.5,0.06608921676556617,0.9842341823115688,0.5,0.0010586408818376938,0.015765817688431105,0.033573928823701936
3.0688378919176427,1.2566370614359172,1,0.9483230615843398,2.918638274561756,0.5,0.06644741140245655,0.9834433503443696,0.5,0.0011186679036761743,0.016556649655630334,0.033783039653066366
3.111615827824361,1.2566370614359172,1,0.961542170763798,2.959322509259497,0.5,0.06679968991910369,0.9826148896502482,0.5,0.0011818668664650258,0.01738511034975173,0.03399077839278436
3.1549900649580875,1.2566370614359172,1,0.9749455471561684,3.000573860124859,0.5,0.06714582777498918,0.981747168737562,0.5,0.001248388081352565,0.018252831262437968,0.03419710792817087
3.198968915434537,1.2566370614359172,1,0.988535759346466,3.042400232449656,0.5,0.06748559819122285,0.9808384981640941,0.5,0.0013183877020108382,0.01916150183590586,0.03440199294661685
3.2435608072358115,1.2566370614359172,1,1.0023154117243889,3.0848096417211868,0.5,0.0678187722573832,0.9798871295603483,0.5,0.0013920278556990612,0.020112870439651796,0.03460540005654113
3.288774285825511,1.2566370614359172,1,1.0162871449834137,3.127810215158292,0.5,0.06814511904464929,0.9788912547407776,0.5,0.0014694767693616785,0.02110874525922227,0.034807297907005486
3.3346180157863645,1.2566370614359172,1,1.0304536366268535,3.171410193268837,0.5,0.06846440572535104,0.9778490049152304,0.5,0.0015509088899010495,0.02215099508476965,0.03500765730762604
3.3811007824806847,1.2566370614359172,1,1.0448176014809643,3.2156179314288975,0.5,0.06877639769906044,0.9767584500137305,0.5,0.001636504997705213,0.023241549986269552,0.03520645134838282
3.428231493733971,1.2566370614359172,1,1.0593817922152082,3.260441901483961,0.5,0.06908085872534099,0.9756175981385818,0.5,0.001726452312449845,0.024382401861418147,0.03540365551889542
3.4760191815419783,1.2566370614359172,1,1.0741489998697669,3.3058906933724446,0.5,0.06937755106326779,0.9744243951586431,0.5,0.0018209445901303865,0.025575604841357014,0.035599247826699085
3.524473003801586,1.2566370614359172,1,1.089122054390409,3.351973016771852,0.5,0.06966623561782469,0.9731767244615008,0.5,0.0019201822102156577,0.0268232755384992,0.03579320891402017
3.5736022460657875,1.2566370614359172,1,1.104303825170811,3.3986977027678638,0.5,0.06994667209327807,0.9718724068801421,0.5,0.0020243722517481505,0.028127593119857946,0.03598552217251311
